what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861795207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861795257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861796996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861797964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861799237
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861800823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861802866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861844702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861847812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861848706
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861849541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861899804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861901021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861917561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861920876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861922036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861925029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861926224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861938845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861943492
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861944580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861945513
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330861947332
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330861975623
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330861975951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330861983037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862017863
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1330862018194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862024093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862055953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862056816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862083070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862084373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862087429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862087462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862089064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862089937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862091728
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330862097598
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862110241
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1330862113266
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1330862113592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862115368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330862115387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330862117661
