what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1330940898670
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1330940898699
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1330940898753
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1330940898805
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1330940898819
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330940898832
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330940898929
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330940898976
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1330940898977
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1330940898979
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1330940898990
started,bundle,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.adt",1330940899018
started,bundle,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms",1330940899057
os,sysinfo,,,"win32",1330940899073
arch,sysinfo,,,"x86_64",1330940899073
ws,sysinfo,,,"win32",1330940899073
locale,sysinfo,,,"en_US",1330940899073
processors,sysinfo,,,"2",1330940899074
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330940899074
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1330940899074
java.specification.name,sysinfo,,,"Java Platform API Specification",1330940899074
java.specification.vendor,sysinfo,,,"Oracle Corporation",1330940899074
java.specification.version,sysinfo,,,"1.7",1330940899074
java.vendor,sysinfo,,,"Oracle Corporation",1330940899074
java.version,sysinfo,,,"1.7.0_02",1330940899074
java.vm.info,sysinfo,,,"mixed mode",1330940899074
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1330940899074
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330940899074
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1330940899074
java.vm.specification.version,sysinfo,,,"1.7",1330940899074
java.vm.vendor,sysinfo,,,"Oracle Corporation",1330940899074
java.vm.version,sysinfo,,,"22.0-b10",1330940899074
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1330940899290
started,bundle,com.android.ide.eclipse.traceview,15.0.1.v201111031820-219398,"com.android.ide.eclipse.traceview",1330940900083
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330940948860
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1330941545384
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330941545386
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1330941547622
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1330941550425
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1330941551067
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1330941551096
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330941552065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330941568225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330941568681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330941569928
