what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863801236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863802176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863804933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863806051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863807197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863828896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863835872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863836210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863836244
error,log,,,"Internal Error",1330863855743
error,log,,,"Problems encountered while deleting resources.",1330863855745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863857840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330863857861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863867684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863868019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863868049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863880532
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330863880559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863945262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863948551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863948568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330863948615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330863948622
