what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330934937946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330934956503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330934956849
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330934958091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330934990800
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330934996891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935003859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935005165
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330935005172
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1330935006901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935016041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935311627
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330935313465
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935316280
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330935342319
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935347273
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330935349353
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935364464
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1330935369886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935370097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935371999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935394488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935396680
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.properties",1330935396691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935400355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935410949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935411281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935412559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935446139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935465608
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935465934
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935467050
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1330935476155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935476244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935477565
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330935479841
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330935488667
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935500745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935508677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935525696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935526006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935527156
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330935528576
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935535568
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935543636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935544509
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330935544517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935546097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935562554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935562590
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935563804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935563837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935567012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935567333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935567395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935594360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935596256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330935596265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935601413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935614802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935615124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935616382
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330935617881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935638145
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935655545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935656129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935659458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935659745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935686797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935686836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935688125
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935689920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935699655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935724108
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935724429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935725573
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330935727048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330935750958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935752166
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935846982
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935850129
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330935912458
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935919271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935928067
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935953456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935953834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935954733
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330935958536
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330935964433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935967160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330935989039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935991757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935992122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935993030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330935999989
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330936012139
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936015760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936016140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936017302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936024327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936033938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1330936036416
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1330936047775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936047789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936049139
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330936050392
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330936082785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936088457
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936090116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330936090130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936094512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936096677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330936096693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936096938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936113519
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330936113560
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330936115475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936120618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936127577
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936144450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330936150115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936151543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1330936151550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936155496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330936160293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936163101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936163453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936164439
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330936166184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330936191641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936194313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936522979
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330936528136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936529241
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936685916
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330936688813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936699195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936725274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1330936725312
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330936726018
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330936729696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936737103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936773457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1330936773467
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330936797802
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330937658010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330940223314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330940403793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330940410000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330940477738
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.properties",1330940477748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330940484965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330940493917
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330940494319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330940495418
